143.03	Verizon Communications Inc.	1.88	2021-02-04	0.19	76.0801	US92343V1044
74.56	Bristol-Myers Squibb Company	0.98	2021-02-04	0.10	76.0801	US1101221083
37.86	CVS Health Corporation	0.50	2021-02-05	0.05	75.7293	US1266501006
272.71	The Bank of New York Mellon Corporation	3.72	2021-02-16	0.37	73.3092	US0640581007
153.95	Morgan Stanley	2.10	2021-02-16	0.21	73.3092	US6174464486
174.85	The Procter Gamble Company	2.37	2021-02-19	0.24	73.7755	US7427181091
523.07	Kinder Morgan, Inc.	7.09	2021-02-19	0.71	73.7755	US49456B1017
129.84	Colgate- Palmolive Company	1.76	2021-02-19	0.18	73.7755	US1941621039
45.41	Apple Inc.	0.61	2021-03-01	0.06	74.4373	US0378331005
380.34	Citigroup Inc.	5.10	2021-03-03	0.51	74.5755	US1729674242
33.08	Starbucks Corporation	0.45	2021-03-15	0.05	73.5081	US8552441094
974.72	Pfizer Inc.	13.26	2021-03-15	1.32	73.5081	US7170811035
235.23	Southern Company	3.20	2021-03-15	0.32	73.5081	US8425871071
136.70	Walgreens Boots Alliance, Inc.	1.87	2021-03-18	0.19	73.1019	US9314271084
176.78	DowDuPont Inc.	2.40	2021-03-19	0.24	73.6582	US26614N1028
338.09	EXELON CORP	4.59	2021-03-19	0.46	73.6582	US30161N1019
170.15	NextEra Energy, Inc.	2.31	2021-03-19	0.23	73.6582	US65339F1012
153.21	Wells Fargo and Company	2.00	2021-04-06	0.20	76.6052	US9497461015
313.32	PepsiCo, Inc.	4.09	2021-04-06	0.41	76.6052	US7134481081
64.16	The Coca-Cola Company	0.84	2021-04-07	0.08	76.3802	US1912161007
216.92	Gilead Sciences, Inc.	2.84	2021-04-07	0.28	76.3802	US3755581036
171.10	Walmart Inc.	2.20	2021-04-08	0.22	77.773	US9311421039
401.26	Merck Co., Inc.	5.20	2021-04-12	0.52	77.1657	US58933Y1055
9.22	Occidental Petroleum Corporation	0.12	2021-04-22	0.01	76.8198	US6745991058
89.11	Medtronic PLC	1.16	2021-04-22	0.29	76.8198	IE00BTN1Y115
23.99	Oracle Corporation	0.32	2021-04-28	0.03	74.9578	US68389X1054
112.27	Comcast Corporation	1.50	2021-05-04	0.15	74.8451	US20030N1019
110.80	Cisco Systems	1.48	2021-05-06	0.15	74.8617	US17275R1023
293.46	Bristol-Myers Squibb Company	3.92	2021-05-06	0.39	74.8617	US1101221083
127.55	Altria Group, Inc.	1.72	2021-05-12	0.17	74.1567	US02209S1033
25.85	Morgan Stanley	0.35	2021-05-18	0.04	73.8537	US6174464486
199.40	Colgate- Palmolive Company	2.70	2021-05-18	0.27	73.8537	US1941621039
32.43	Apple Inc.	0.44	2021-05-19	0.04	73.6992	US0378331005
132.62	Abbott Laboratories	1.80	2021-05-20	0.18	73.6778	US0028241000
98.88	Starbucks Corporation	1.35	2021-06-02	0.13	73.2411	US8552441094
63.01	ConocoPhillips	0.86	2021-06-04	0.09	73.2636	US20825C1045
254.25	Intel Corporation	3.47	2021-06-07	0.35	73.2721	US4581401001
21.98	Wells Fargo and Company	0.30	2021-06-07	0.03	73.2721	US9497461015
85.21	Pfizer Inc.	1.17	2021-06-09	0.12	72.8256	US7170811035
190.30	Southern Company	2.64	2021-06-10	0.26	72.0829	US8425871071
246.58	EXELON CORP	3.44	2021-06-15	0.34	71.6797	US30161N1019
36.56	Emerson Electric Co.	0.51	2021-06-15	0.05	71.6797	US2910111044
201.13	Dow Inc.	2.80	2021-06-16	0.28	71.8318	US2605571031
201.13	Walgreens Boots Alliance, Inc.	2.80	2021-06-16	0.28	71.8318	US9314271084
65.25	DowDuPont Inc.	0.90	2021-06-18	0.09	72.5048	US26614N1028
166.83	NextEra Energy, Inc.	2.31	2021-06-21	0.23	72.2216	US65339F1012
254.73	Exxon Mobil Corporation	3.48	2021-06-22	0.35	73.1987	US30231G1022
74.63	Raytheon Technologies Corporation	1.02	2021-06-23	0.10	73.1661	US75513E1010
196.32	QUALCOMM Incorporated	2.72	2021-06-29	0.27	72.1777	US7475251036
39.08	Bank of America Corporation	0.54	2021-06-30	0.05	72.3723	US0605051046
86.85	Kraft Heinz Company	1.20	2021-06-30	0.12	72.3723	US5007541064
103.53	Gilead Sciences, Inc.	1.42	2021-07-02	0.14	72.9086	US3755581036
46.66	American International Group, Inc.	0.64	2021-07-02	0.06	72.9086	US0268747849
385.11	Merck Co., Inc.	5.20	2021-07-14	0.52	74.0589	US58933Y1055
254.76	Altria Group, Inc.	3.44	2021-07-14	0.34	74.0589	US02209S1033
111.09	Schlumberger N.V. (Schlumberger Limited)	1.50	2021-07-14		74.0589	AN8068571086
4.45	Philip Morris International Inc.	0.06	2021-07-15	0.01	74.1236	US7181721090
84.50	Philip Morris International Inc.	1.14	2021-07-15		74.1236	US7181721090
93.45	Mondelez International, Inc.	1.26	2021-07-19	0.13	74.1656	US6092071058
250.29	U.S. Bancorp	3.36	2021-07-21	0.34	74.491	US9029733048
310.16	Simon Property Group, Inc.	4.20	2021-07-28	1.26	73.8471	US8288061091
46.52	Medtronic PLC	0.63	2021-07-28	0.16	73.8471	IE00BTN1Y115
28.48	General Electric Company	0.39	2021-08-03	0.04	73.0156	US3696041033
23.36	Oracle Corporation	0.32	2021-08-03	0.03	73.0156	US68389X1054
161.78	Cisco Systems	2.22	2021-08-04	0.22	72.8724	US17275R1023
273.67	Verizon Communications Inc.	3.76	2021-08-05	0.38	72.7857	US92343V1044
71.33	Bristol-Myers Squibb Company	0.98	2021-08-05	0.10	72.7857	US1101221083
608.76	AT T Inc.	8.32	2021-08-06	0.83	73.168	US00206R1023
182.83	CVS Health Corporation	2.50	2021-08-09	0.25	73.1304	US1266501006
50.30	The Bank of New York Mellon Corporation	0.68	2021-08-12	0.07	73.9695	US0640581007
555.38	Kinder Morgan, Inc.	7.56	2021-08-19	0.76	73.4633	US49456B1017
165.29	Abbott Laboratories	2.25	2021-08-19	0.22	73.4633	US0028241000
63.91	The Procter Gamble Company	0.87	2021-08-19	0.09	73.4633	US7427181091
298.97	Citigroup Inc.	4.08	2021-09-01	0.41	73.2781	US1729674242
98.93	Starbucks Corporation	1.35	2021-09-01	0.13	73.2781	US8552441094
313.27	ConocoPhillips	4.30	2021-09-06	0.43	72.8545	US20825C1045
43.77	Wells Fargo and Company	0.60	2021-09-07	0.06	72.9538	US9497461015
252.48	Intel Corporation	3.47	2021-09-13	0.35	72.76	US4581401001
74.55	Raytheon Technologies Corporation	1.02	2021-09-14	0.10	73.0841	US75513E1010
69.08	Walgreens Boots Alliance, Inc.	0.95	2021-09-15	0.09	72.7171	US9314271084
487.20	Chevron Corporation	6.70	2021-09-15	0.67	72.7171	US1667641005
509.02	Dow Inc.	7.00	2021-09-15	0.70	72.7171	US2605571031
633.81	Exxon Mobil Corporation	8.70	2021-09-16	0.87	72.852	US30231G1022
347.68	MetLife, Inc.	4.80	2021-09-17	0.48	72.4329	US59156R1086
20.28	Organon and Co.	0.28	2021-09-17	0.03	72.4329	US68622V1061
152.38	DowDuPont Inc.	2.10	2021-09-20	0.21	72.5602	US26614N1028
436.56	Kraft Heinz Company	6.00	2021-09-30	0.60	72.7608	US5007541064
103.55	Gilead Sciences, Inc.	1.42	2021-10-04	0.14	72.9215	US3755581036
46.67	American International Group, Inc.	0.64	2021-10-05	0.06	72.9239	US0268747849
121.91	The Coca-Cola Company	1.68	2021-10-07	0.17	72.5682	US1912161007
108.43	Simon Property Group, Inc.	1.50	2021-10-08	0.45	72.2854	US8288061091
214.91	Schlumberger N.V. (Schlumberger Limited)	3.00	2021-10-12		71.6373	AN8068571086
372.51	Merck Co., Inc.	5.20	2021-10-12	0.52	71.6373	US58933Y1055
129.21	Altria Group, Inc.	1.80	2021-10-15	0.18	71.7846	US02209S1033
174.37	Mondelez International, Inc.	2.45	2021-10-19	0.24	71.1714	US6092071058
134.13	Medtronic PLC	1.89	2021-10-20	0.47	70.9674	IE00BTN1Y115
22.03	Occidental Petroleum Corporation	0.31	2021-10-21	0.03	71.0555	US6745991058
33.51	General Electric Company	0.48	2021-10-28	0.05	69.8104	US3696043013
22.57	Oracle Corporation	0.32	2021-10-29	0.03	70.5207	US68389X1054
141.04	Comcast Corporation	2.00	2021-11-01	0.20	70.52	US20030N1019
13.40	Philip Morris International Inc.	0.19	2021-11-01	0.02	70.52	US7181721090
251.05	Philip Morris International Inc.	3.56	2021-11-01		70.52	US7181721090
157.81	Cisco Systems	2.22	2021-11-02	0.22	71.0863	US17275R1023
780.64	AT T Inc.	10.92	2021-11-08	1.09	71.4876	US00206R1023
366.02	Verizon Communications Inc.	5.12	2021-11-08	0.51	71.4876	US92343V1044
280.23	Bristol-Myers Squibb Company	3.92	2021-11-08	0.39	71.4876	US1101221083
35.74	CVS Health Corporation	0.50	2021-11-08	0.05	71.4876	US1266501006
49.15	The Bank of New York Mellon Corporation	0.68	2021-11-16	0.07	72.2724	US0640581007
189.34	AbbVie Inc.	2.60	2021-11-18	0.26	72.8228	US00287Y1091
50.98	Morgan Stanley	0.70	2021-11-18	0.07	72.8228	US6174464486
131.08	Abbott Laboratories	1.80	2021-11-18	0.18	72.8228	US0028241000
416.46	Kinder Morgan, Inc.	5.67	2021-11-23	0.57	73.4506	US49456B1017
308.40	Citigroup Inc.	4.08	2021-11-29	0.41	75.5873	US1729674242
65.76	The Procter Gamble Company	0.87	2021-11-29	0.09	75.5873	US7427181091
202.21	Colgate- Palmolive Company	2.70	2021-12-01	0.27	74.8926	US1941621039
183.49	Starbucks Corporation	2.45	2021-12-01	0.24	74.8926	US8552441094
307.20	Intel Corporation	4.17	2021-12-07	0.42	73.6694	US4581401001
389.90	Southern Company	5.28	2021-12-09	0.53	73.8453	US8425871071
86.11	Pfizer Inc.	1.17	2021-12-10	0.12	73.5998	US7170811035
604.61	IBM	8.20	2021-12-20	0.82	73.733	US4592001014
124.02	The Coca-Cola Company	1.68	2021-12-22	0.17	73.8206	US1912161007
129.92	Exxon Mobil Corporation	1.76	2021-12-22	0.18	73.8206	US30231G1022
442.74	Kraft Heinz Company	6.00	2021-12-23	0.60	73.7901	US5007541064
70.30	Walgreens Boots Alliance, Inc.	0.96	2021-12-28	0.10	73.2329	US9314271084
74.70	Raytheon Technologies Corporation	1.02	2021-12-28	0.10	73.2329	US75513E1010
38.08	Emerson Electric Co.	0.52	2021-12-28	0.05	73.2329	US2910111044
514.47	Dow Inc.	7.00	2021-12-29	0.70	73.4959	US2605571031
28.72	NextEra Energy, Inc.	0.39	2021-12-30	0.04	73.6514	US65339F1012
22.10	DowDuPont Inc.	0.30	2021-12-30	0.03	73.6514	US26614N1028
